drug_name,reaction_pt,a,drug_total,reaction_total,PRR,ROR,ROR_CI_low,ROR_CI_high,chi2,is_signal,is_known_literature_signal
Levothyroxine,Insomnia,24,912,508,1.0378425402348845,1.0388653115925843,0.6857473374130338,1.5738174641724019,0.0323739415784931,False,False
Metformin,Photosensitivity reaction,26,991,507,1.0368451195898218,1.037837837837838,0.6957454210368277,1.548134339199487,0.033136591278593336,False,False
Metformin,Myalgia,26,991,507,1.0368451195898218,1.037837837837838,0.6957454210368277,1.548134339199487,0.033136591278593336,False,False
Apixaban,Headache,26,1002,502,1.0356346131266876,1.0365838958534233,0.6948708409177579,1.5463394200330747,0.031006593270374902,False,False
Clozapine,Hyperkalaemia,24,1015,458,1.034346552859186,1.0351783563593075,0.682931187201813,1.5691101088316393,0.02654585519511835,False,False
Glipizide,Dyspepsia,26,1038,486,1.03252911116696,1.0333648393194708,0.6925909583293559,1.5418088819951816,0.025847627944680204,False,False
Levothyroxine,Sedation,33,912,702,1.0324128707418772,1.0336297361963502,0.7240319620921403,1.4756122484733254,0.03316669703137687,False,False
Naproxen,Pruritus,25,988,493,1.0279334925083914,1.0286586610574149,0.684367757141817,1.5461550166939886,0.018469873241638707,False,False
Naproxen,Rash,26,988,514,1.025237273511648,1.0259193619849358,0.6878433340612871,1.5301602635023845,0.015739750011199892,False,False
Apixaban,Myalgia,26,1002,507,1.0248691805578032,1.0255316792202038,0.6875340859490551,1.529691758674698,0.015272716681360016,False,False
Warfarin,Diarrhoea,23,969,465,1.0219823580777871,1.02251681287249,0.6689945381202902,1.5628537649120817,0.010583245963470926,False,False
Omeprazole,Anaphylactic reaction,24,1005,468,1.0216485141858276,1.0221781414441964,0.6744842643034801,1.5491067889112213,0.010695136214343781,False,False
Omeprazole,Photosensitivity reaction,26,1005,507,1.0216485141858276,1.0222234491897413,0.6853264992302653,1.5247342416308318,0.01160957868209659,False,False
Ibuprofen,Anaphylactic reaction,25,1049,468,1.0195133707906272,1.0199897714446953,0.6784122550183855,1.533550029728762,0.009050088581824085,False,False
Fluoxetine,International normalised ratio increased,34,1004,667,1.0162572458979247,1.0168270875067182,0.7158035157436755,1.444442927628259,0.00868116142791862,False,False
Atorvastatin,Diarrhoea,24,1017,465,1.01581950380939,1.016201848312336,0.6705314236473372,1.540071292850451,0.005740934952573175,False,False
Fluoxetine,Dry skin,34,1004,669,1.0130564356746241,1.0135140839353844,0.7134907032851218,1.4396975231853755,0.005618466897069233,False,False
Glipizide,Rash,27,1038,514,1.0127951003548918,1.013136809266447,0.6841328351158368,1.5003609556568063,0.004244267081270889,False,False
Atorvastatin,Osteoporosis,27,1017,525,1.0119948821836016,1.0123220153340635,0.6836642589976497,1.4989753365672769,0.003739383348552627,False,False
Levothyroxine,Agranulocytosis,36,912,781,1.011374072765807,1.0118415004137171,0.7192876009470073,1.4233850557294834,0.004571167519556544,False,False
Levofloxacin,Renal impairment,26,1046,492,1.0110127278247811,1.0112934444163932,0.6779142616598816,1.5086191404432818,0.0030286186995537047,False,False
Omeprazole,Cough,36,1005,711,1.0080265339966832,1.0083247334021328,0.716667825468928,1.4186750567813278,0.0022648585850062156,False,False
Levothyroxine,Headache,23,912,502,1.0049811376039264,1.0051100084305746,0.6579248763185735,1.5355037716466264,0.00055577464489936,False,False
Enalapril,Pruritus,25,1016,493,0.9981324449828387,0.9980853320913866,0.6641188832427658,1.4999939849200556,8.50231303888034e-05,False,False
Naproxen,Photosensitivity reaction,25,988,507,0.9980765030994339,0.9980265680812468,0.6641823996803938,1.4996739315515384,9.039607018329633e-05,False,False
Glipizide,Headache,26,1038,502,0.9978222502873981,0.9977663001959677,0.6689663580507177,1.4881728771946305,0.00012019302328461342,False,False
Atorvastatin,Pruritus,25,1017,493,0.9970984712872619,0.9970253480838158,0.6634167502046169,1.4983937990939442,0.00020544432485347715,False,False
Fluoxetine,Haemorrhage,33,1004,664,0.9894936892682833,0.9891366261847132,0.6929314994968803,1.4119595746050826,0.003618478793538481,False,False
Atorvastatin,Hyperkalaemia,23,1017,458,0.9869211903389504,0.986618561946391,0.6455500950796867,1.5078863657467294,0.003874954137040709,False,False
Ibuprofen,Headache,26,1049,502,0.9867861348543231,0.9864502985945112,0.6614130504238351,1.4712201263244586,0.004474589663660967,False,False
Glipizide,Nausea,25,1038,488,0.9863835170642996,0.9860474735565083,0.6561052351825271,1.4819110837252871,0.0045699712923769325,False,False
Simvastatin,Dyspepsia,24,1003,486,0.9839054265774106,0.9835108711513206,0.649226560148746,1.4899169150615317,0.00615610796822235,False,False
Levofloxacin,Myalgia,26,1046,507,0.9794842643791019,0.9789613142554319,0.6564515033202355,1.459917830885376,0.0108752312916174,False,False
Enalapril,Dizziness,23,1016,463,0.9767179670722977,0.9761787054838414,0.6387918440828516,1.4917611642463513,0.012417788598119501,False,False
Lisinopril,Diarrhoea,23,1012,465,0.9763471822295353,0.9757971166999895,0.6385601210153514,1.491136044396236,0.012825527229797047,False,False
Ibuprofen,Insomnia,26,1049,508,0.9745024900221115,0.9738544594654888,0.6530495810359973,1.4522519204687188,0.016886624821195757,False,False
Glipizide,Cough,36,1038,711,0.9742838792549774,0.9733599467731204,0.6919485127214952,1.3692197736734009,0.02405372554112952,False,False
Omeprazole,Lactic acidosis,32,1005,653,0.9739386801900322,0.9730815761469499,0.6781493966365008,1.3962819380700262,0.02193845090236321,False,False
Naproxen,Hyperkalaemia,22,988,458,0.9709727742079263,0.9703116986722891,0.6292158855166944,1.4963144037712366,0.018599817737660607,False,False
Amoxicillin,Cough,34,984,711,0.9705419653901118,0.9694876778356526,0.6827809270017191,1.3765855493394585,0.030013143526753733,False,False
Enalapril,Photosensitivity reaction,25,1016,507,0.9691410461659098,0.9683625659985513,0.6445300913606641,1.4548988042554694,0.023961048058296266,False,False
Warfarin,Anaphylactic reaction,22,969,468,0.968781092800585,0.9680558383566703,0.6278384650491201,1.4926325135289658,0.021597560821311982,False,False
Sertraline,Headache,23,945,502,0.9682097844937094,0.9674167530873702,0.6333669505721464,1.4776507888652497,0.02349725006044543,False,False
Levofloxacin,Pruritus,25,1046,493,0.9679732313575526,0.9671890303623898,0.6436504291295336,1.4533581865523484,0.02578346919824437,False,False
Naproxen,Headache,24,988,502,0.9661714634187658,0.9653292591885276,0.6373914100205066,1.461991115656063,0.02776435354540442,False,False
Atorvastatin,Insomnia,25,1017,508,0.966132680253496,0.9652791691711747,0.6424939089105263,1.4502298955888635,0.028954888934193727,False,False
Levofloxacin,Rash,26,1046,514,0.9654342851769426,0.9645531983285117,0.6468826738836886,1.438225059917192,0.03135492135791718,False,False
Amoxicillin,Lactic acidosis,31,984,653,0.9631532167411706,0.9619546330255109,0.6667697962977853,1.3878203858921838,0.04302878085725087,False,False
Ciprofloxacin,Dyspepsia,24,1025,486,0.9616724738675958,0.9607535321821036,0.6342698513945872,1.4552912259204152,0.03571864986278375,False,False
Amoxicillin,Dyspepsia,23,984,486,0.9599992976171662,0.9590419446985344,0.6278037083832556,1.4650462229026204,0.037430064204302296,False,False
Clozapine,Pruritus,24,1015,493,0.9571565116010378,0.9561189296418298,0.6312751118028873,1.4481220477845822,0.04489142256636446,False,False
Clozapine,Rash,25,1015,514,0.9562593812646701,0.955154820185495,0.6358251776407539,1.4348609690304739,0.04884129625220314,False,False
Fluoxetine,Cough,34,1004,711,0.9502080305072177,0.9484627449786048,0.6680529289491814,1.3465723143035284,0.08758267002959456,False,False
Omeprazole,Dry skin,32,1005,669,0.9494755422260752,0.9478138951050418,0.660682126698253,1.359732832858193,0.08475366908057769,False,False
Simvastatin,Diarrhoea,22,1003,465,0.9405958197641837,0.9392636159260717,0.6092227277399851,1.4481011624028692,0.08050465702956845,False,False
Quetiapine,Dizziness,22,1010,463,0.9379672661143664,0.9365859704205569,0.6074777944477097,1.4439923368493153,0.08800484035799659,False,False
Ibuprofen,Photosensitivity reaction,25,1049,507,0.9370216250212611,0.9354840670383817,0.6227418510740651,1.4052860558083624,0.10321996023428415,False,False
Ibuprofen,Bruising,23,1049,468,0.9337367851672539,0.9322513524760716,0.6102064886825801,1.4242598207531567,0.10530422838258438,False,False
Fluoxetine,Sedation,33,1004,702,0.9332892644667964,0.9310220613024343,0.652536581508619,1.3283578318748777,0.15541603575101418,False,False
Clozapine,Dyspepsia,23,1015,486,0.9291619232037792,0.92751950811677,0.6072579130105205,1.4166837837850799,0.12128256474160447,False,False
Simvastatin,Pruritus,23,1003,493,0.9268598459939331,0.9251432913590968,0.6057566766850907,1.4129272404069375,0.1297525672720538,False,False
Amoxicillin,Osteoporosis,24,984,525,0.9257582396183244,0.9239021956087824,0.6102967359596798,1.3986561237435862,0.14003646190438754,False,False
Clozapine,Nausea,23,1015,488,0.9251655278351607,0.9234304543877905,0.6046062166555096,1.4103788227779719,0.1359794037242546,False,False
Fluoxetine,Depression,32,1004,688,0.9229423768341269,0.9204055003512998,0.6417283994477322,1.3201009738792544,0.203294090090183,False,False
Enalapril,Anaphylactic reaction,22,1016,468,0.921683556371597,0.9199501944401837,0.5967710940989571,1.4181456987764156,0.14286276218743094,False,False
Glipizide,International normalised ratio increased,32,1038,667,0.9205831929968292,0.9180570122571656,0.6400375293808943,1.316842589792849,0.21591877952458813,False,False
Warfarin,Hypothyroidism,21,969,471,0.9165256277949777,0.914676511954993,0.5876652193841666,1.4236560101325841,0.156214952624133,False,False
Apixaban,Agranulocytosis,36,1002,781,0.9161917775187879,0.9130684897244571,0.6494608679768474,1.2836709770132313,0.2739642015525921,False,False
Levofloxacin,Hepatotoxicity,21,1046,437,0.9147347036328872,0.9129878048780488,0.5863193860623157,1.4216598524126682,0.16243334397623224,False,False
Sertraline,Myalgia,22,945,507,0.9146566301205477,0.9126224436228793,0.5922884311649825,1.406206302165973,0.17194488503460464,False,False
Ciprofloxacin,Tendinitis,23,1025,491,0.9097873671044403,0.9077166180459594,0.5943819351372434,1.3862289715896958,0.2010397788970589,False,False
Atorvastatin,Cough,33,1017,711,0.9085067133074024,0.9054383408878337,0.634719942321764,1.29162254797111,0.30063852543060415,False,False
Naproxen,Bruising,21,988,468,0.9040295628073798,0.9019454064671057,0.5795001912998083,1.403805431750479,0.20924570803177106,False,False
Quetiapine,Hyperkalaemia,21,1010,458,0.9035276525364208,0.9014792002646965,0.579129689226637,1.4032517476268567,0.2112323761299068,False,False
Naproxen,Tendinitis,22,988,491,0.9026527282615263,0.9004357096505052,0.5843216793261949,1.3875652673862067,0.22617046353981438,False,False
Glipizide,Sedation,33,1038,702,0.9011033636607134,0.8978560114227071,0.6294092848109114,1.2807968307777289,0.3537602805294756,False,False
Ciprofloxacin,Pneumonia,23,1025,496,0.9001701644923426,0.897878661282087,0.5880001583355499,1.3710644103698562,0.2490059382677983,False,False
Simvastatin,Dizziness,21,1003,463,0.8998727798504939,0.8977315663849748,0.5767689082656591,1.397304802208259,0.22864193926591936,False,False
Simvastatin,Insomnia,23,1003,508,0.898194077561131,0.8958047548916473,0.5867217061304919,1.3677117285788793,0.2599892281982538,False,False
Enalapril,Hyperkalaemia,21,1016,458,0.8979080704156833,0.8957533663742051,0.5754664770573812,1.394302058173085,0.2380384917856491,False,False
Clozapine,Hepatotoxicity,20,1015,437,0.8970951317763524,0.8950266922140679,0.5688897245762397,1.408133677176833,0.2303098413665889,False,False
Simvastatin,Anaphylactic reaction,21,1003,468,0.889807088800712,0.887450621249607,0.5702262905751351,1.381150988955569,0.2802694087343884,False,False
Ciprofloxacin,Hyperkalaemia,21,1025,458,0.889602053915276,0.8872929335290417,0.5700533986597937,1.381078951097394,0.28094573959607927,False,False
Clozapine,Dizziness,21,1015,463,0.8886721797472305,0.8863201835447072,0.569467704054927,1.3794697437011343,0.2862190390890535,False,False
Simvastatin,Tendinitis,22,1003,491,0.8884519150437812,0.8859503270019496,0.574961964518837,1.3651476625444607,0.30171668545637526,False,False
Fluoxetine,Tendinitis,22,1004,491,0.8875202813479558,0.8850003691174618,0.5743481043641767,1.3636776153463614,0.30709954633327075,False,False
Atorvastatin,Photosensitivity reaction,23,1017,507,0.887005615283974,0.8843910570863196,0.5792726102778123,1.3502235872660182,0.3242678598931223,False,False
Ibuprofen,Hypothyroidism,22,1049,471,0.8851828340067218,0.8827232647254637,0.5727420118618198,1.360473556941675,0.3198738723208204,False,False
Quetiapine,Tendinitis,22,1010,491,0.8819692203761953,0.8793410046355844,0.5706909216892628,1.3549201030650753,0.34028761333244717,False,False
Apixaban,Lactic acidosis,29,1002,653,0.8811575566815089,0.8776154900255619,0.601449537169658,1.2805878144944771,0.4591719440844289,False,False
Ciprofloxacin,Myalgia,23,1025,507,0.8797117516629712,0.876950644166213,0.5744200539381396,1.3388154313748173,0.37052930253003746,False,False
Clozapine,Tendinitis,22,1015,491,0.8773934689676179,0.8746771107775753,0.5676768793224799,1.347703378427712,0.36909811803117204,False,False
Simvastatin,QT prolongation,22,1003,501,0.8699038583622826,0.866986309824026,0.5627659734785928,1.3356622412262364,0.4197548286337513,False,False
Sertraline,Sedation,29,945,702,0.86888055535901,0.8647293939020355,0.592777391046554,1.2614464316157705,0.5701219573881761,False,False
Apixaban,Weight increased,31,1002,708,0.8681868169127033,0.8639785690489483,0.5993295784353599,1.2454899518301963,0.614998923667992,False,False
Ciprofloxacin,Rash,23,1025,514,0.8671700362624808,0.864121045078885,0.5660920685895324,1.3190525392957813,0.45881895527606154,False,False
Fluoxetine,Weight increased,31,1004,708,0.8663661454624633,0.8621085406416373,0.5980389965909895,1.2427803873725711,0.6334339913295326,False,False
Metformin,Diarrhoea,20,991,465,0.8620959421308633,0.8592554877978222,0.5464451365796803,1.3511328839560726,0.43226704198552407,False,False
Omeprazole,Depression,30,1005,688,0.8617248105974686,0.857470189385083,0.591373269027509,1.2433012518357305,0.6592974254061146,False,False
Levofloxacin,Dizziness,21,1046,463,0.8609267798897761,0.8580774748923959,0.551394176667222,1.3353368317527246,0.46105580663214013,False,False
Lisinopril,Headache,22,1012,502,0.859963768115942,0.8568518518518519,0.556221228134841,1.3199695712511748,0.49204045230766924,False,False
Levothyroxine,Photosensitivity reaction,20,912,507,0.8595410497496306,0.8563917459323579,0.5448614585322679,1.3460427619099768,0.452412425776239,False,False
Levofloxacin,Dyspepsia,22,1046,486,0.8591596887980484,0.856133822737069,0.555660398797189,1.3190882848966758,0.49701345632388577,False,False
Warfarin,Osteoporosis,22,969,525,0.8589987423241768,0.8557231059262167,0.5556106717019618,1.3179409095453942,0.5009995509849259,False,False
Levothyroxine,Hyperkalaemia,18,912,458,0.8562200956937798,0.8533251982916412,0.5300951129085589,1.3736476272043592,0.42729878127542387,False,False
Naproxen,Hypothyroidism,20,988,471,0.8533443450003142,0.8503142694837917,0.540820223763192,1.3369218182276186,0.49432085531144987,False,False
Quetiapine,Insomnia,22,1010,508,0.8511184451778511,0.8478032688559004,0.5504052865254796,1.3058929488488416,0.5624198231621435,False,False
Naproxen,Pneumonia,21,988,496,0.85073939910505,0.8474979589615196,0.5448295684254848,1.3183072873956463,0.5400467545097266,False,False
Amoxicillin,Depression,29,984,688,0.8504262432609152,0.8458842129515608,0.5798970812795782,1.2338742939382326,0.75678386983714,False,False
Levofloxacin,Tendinitis,22,1046,491,0.8500002038428454,0.8467775519722814,0.5496439403913626,1.3045394842588856,0.5702579207311704,False,False
Warfarin,Myalgia,21,969,507,0.8486348405509052,0.8452818148669062,0.5434685533283928,1.3147059607567595,0.557609167537413,False,False
Isotretinoin,Photosensitivity reaction,21,969,507,0.8486348405509052,0.8452818148669062,0.5434685533283928,1.3147059607567595,0.557609167537413,False,False
Ciprofloxacin,Osteoporosis,23,1025,525,0.8481683024001555,0.8446831436728137,0.5534702636331323,1.2891200486932097,0.6138575993884414,False,False
Ibuprofen,Rash,23,1049,514,0.8462583898155357,0.842811940464422,0.5521906874581705,1.2863888926834055,0.6298445413136169,False,False
Simvastatin,Bruising,20,1003,468,0.8455437259649623,0.8424011771544834,0.5357893113970609,1.3244753640584703,0.5531214153152504,False,False
Amoxicillin,Dry skin,28,984,669,0.8441586443945563,0.839594253226196,0.5719003847000187,1.2325896762951252,0.7985589480971944,False,False
Atorvastatin,Dyspepsia,21,1017,486,0.8429663463063406,0.839655395776655,0.5397521203578893,1.3061943752798566,0.602413794010263,False,False
Enalapril,Diarrhoea,20,1016,465,0.8397770503406176,0.8365597220342043,0.5320699285806544,1.3153011116354798,0.5990169028605913,False,False
Omeprazole,Hypothyroidism,20,1005,471,0.8381595349196369,0.8348734341058224,0.5310395626647537,1.312545618028981,0.6128908903878828,False,False
Lisinopril,Anaphylactic reaction,20,1012,468,0.8376270468661774,0.8343533986175116,0.5306914447140695,1.3117708994906965,0.6170525100360069,False,False
Metformin,Headache,21,991,502,0.83745182736101,0.8339327432110937,0.5361775368459124,1.297040201069516,0.6511858157255426,False,False
Warfarin,Rash,21,969,514,0.8365852586363893,0.8329653118340309,0.5356177439773865,1.2953850362882258,0.6599068654661855,False,False
Glipizide,Weight increased,31,1038,708,0.8364881902761532,0.8314545595895203,0.5768793769059983,1.1983730262121195,0.9822188938301448,False,False
Fluoxetine,Agranulocytosis,33,1004,781,0.8347199437543942,0.8291028048706609,0.5815990664207825,1.1819335702768479,1.0763755559991455,False,False
Glipizide,Depression,30,1038,688,0.8328794560500378,0.8279056303372413,0.5710822761909811,1.200225889193739,0.996412080400008,False,False
Ciprofloxacin,Diarrhoea,20,1025,465,0.8320087695258974,0.8286656604617363,0.5270691932187255,1.3028399034954057,0.6646590956438287,False,False
Levofloxacin,Osteoporosis,23,1046,525,0.8302202280743184,0.8264030875520402,0.5415426979844691,1.2611047395844142,0.7841576074954333,False,False
Ibuprofen,QT prolongation,22,1049,501,0.829743408077282,0.8260962366826377,0.5363325180744414,1.272410247865106,0.7537063693932826,False,False
Levothyroxine,Osteoporosis,20,912,525,0.8289039430258814,0.8250677085645785,0.5250953521044793,1.2964059213012356,0.6977348192541003,False,False
Sertraline,Cough,28,945,711,0.826636299549916,0.8213427514445699,0.5596121718895972,1.20548470751209,1.0139844186270868,False,False
Amoxicillin,Agranulocytosis,32,984,781,0.8256428625701479,0.8197821184548586,0.5720819971052093,1.1747314635645545,1.1758913632787233,False,False
Metformin,Hepatotoxicity,18,991,437,0.8240320401513382,0.8207767233196055,0.5098278044099241,1.3213764014361291,0.6630140494383656,False,False
Levofloxacin,Photosensitivity reaction,22,1046,507,0.8219589600047309,0.8181338595360824,0.5312172980702472,1.260017349869683,0.8327178686185029,False,False
Glipizide,Rhabdomyolysis,43,1038,1000,0.8208112619115211,0.8130674269991546,0.5950702312329582,1.110925410396183,1.6944739772298083,False,False
Amoxicillin,Haemorrhage,27,984,664,0.8191216449056171,0.8140184938214495,0.5508294168941273,1.2029606407362625,1.0700973117662902,False,False
Fluoxetine,Myalgia,21,1004,507,0.8175446362697358,0.8136468105949286,0.5232142617613722,1.2652964201752483,0.8410091368774533,False,False
Apixaban,Sedation,29,1002,702,0.8170019544862727,0.8115477475799026,0.5565016549194175,1.1834820988939936,1.181036856393662,False,False
Atorvastatin,QT prolongation,21,1017,501,0.8166236479842675,0.8127572791164659,0.5226139169026968,1.2639816380545992,0.8497773832545465,False,False
Sertraline,Dry skin,26,945,669,0.8153414467566878,0.8101171568934386,0.5443211170107415,1.2057033750541724,1.081267664672493,False,False
Warfarin,Headache,20,969,502,0.8149309079386287,0.8110306109510338,0.5161019799674453,1.274497439326038,0.8278663787681763,False,False
Isotretinoin,Lactic acidosis,26,969,653,0.8144110158123519,0.8092940342758951,0.5437364983218512,1.2045482249875898,1.0914524537189496,False,False
Lisinopril,Insomnia,21,1012,508,0.8090754883898353,0.8050296612013252,0.51770097023893,1.2518283578159437,0.9306630451175455,False,False
Simvastatin,Weight increased,29,1003,708,0.8089325543252421,0.8032436878729137,0.5508470486529604,1.1712877897511655,1.3012128364901736,False,False
Ciprofloxacin,Headache,21,1025,502,0.8082247350540034,0.804213499432623,0.5171478317889954,1.2506276018451021,0.9391903656422288,False,False
Apixaban,Gastrointestinal haemorrhage,41,1002,1003,0.8080699308244218,0.7998814471239029,0.5812863704632626,1.1006800812190471,1.8872961842724163,False,False
Omeprazole,Agranulocytosis,32,1005,781,0.8074978910520827,0.8011668864412571,0.5591589265152572,1.1479176124937784,1.4655800945740158,False,False
Simvastatin,Rash,21,1003,514,0.8067824922797531,0.8026505496502977,0.5162063809261561,1.2480432800889483,0.9566363502040435,False,False
Metformin,Hypothyroidism,19,991,471,0.806307653840315,0.802521486579992,0.5048401180673937,1.2757320850174272,0.8688509013117218,False,False
Apixaban,Depression,28,1002,688,0.8043670235287002,0.7987430775931803,0.5442487407637739,1.1722406617012993,1.3235676357102326,False,False
Levofloxacin,Hypothyroidism,20,1046,471,0.8035680217744294,0.7997389383782195,0.5087788757162647,1.2570930124760196,0.9417537448389042,False,False
Apixaban,Bruising,19,1002,468,0.8023196368954741,0.7984987550043388,0.5023026947788797,1.269354650832919,0.9091111983838802,False,False
Enalapril,Dyspepsia,20,1016,486,0.8019330201750533,0.7979557715841908,0.5077351618194113,1.254066019621055,0.9615002481626401,False,False
Naproxen,Sedation,28,988,702,0.7994089309097899,0.7935583580613255,0.5407606441919895,1.1645353159713454,1.4023379904417332,False,False
Enalapril,Nausea,20,1016,488,0.7985059559862708,0.794459890845433,0.5055304357678007,1.2485232807071651,0.9996097922426567,False,False
Enalapril,Weight increased,29,1016,708,0.7980355548339964,0.7921014424633639,0.5432432425414874,1.154960883116048,1.4737195934888407,False,False
Levothyroxine,Weight increased,26,912,708,0.7979112002881102,0.7919808291904702,0.5322596731780994,1.178435386735275,1.3289453899318708,False,False
Levofloxacin,Depression,29,1046,688,0.7974101788154601,0.7916332812595587,0.5428811374265844,1.1543654932798693,1.480645818007658,False,False
Lisinopril,Tendinitis,20,1012,491,0.7967238152782323,0.7926255051023903,0.5043836784285386,1.245589851948056,1.0200691192266182,False,False
Quetiapine,Renal impairment,20,1010,492,0.7966940761872798,0.7925868858072248,0.5043643855388781,1.2455161180391703,1.0205460788250649,False,False
Simvastatin,Pneumonia,20,1003,496,0.7958058597317291,0.7916513502654368,0.5037917911149089,1.2439898216486496,1.0311954704813489,False,False
Amoxicillin,Weight increased,28,984,708,0.7957436633189862,0.7897612601525966,0.5381966803388403,1.1589124772102481,1.4617204302221456,False,False
Quetiapine,Pruritus,20,1010,493,0.7950097335314927,0.7908685160270784,0.5032804706775338,1.2427921329846945,1.0398669203738367,False,False
Atorvastatin,Tendinitis,20,1017,491,0.7925980204882184,0.7884374993345216,0.5017294074429489,1.2389819714276145,1.0674246027264045,False,False
Ciprofloxacin,Dizziness,19,1025,463,0.792188529993408,0.7882636612755897,0.49586036616522344,1.2530938991816036,1.0168061822962715,False,False
Isotretinoin,Tendinitis,19,969,491,0.7905865736124958,0.7863983050847457,0.49484096495156854,1.2497394881215775,1.0386487560056281,False,False
Naproxen,Myalgia,20,988,507,0.7902634488606606,0.7859300490437321,0.5002182611135635,1.2348330519058184,1.097181963129589,False,False
Ibuprofen,Osteoporosis,22,1049,525,0.7901532653459604,0.7856580091021543,0.5103044536346281,1.2095887129143315,1.2063601539340238,False,False
Atorvastatin,Bruising,19,1017,468,0.7898618803284038,0.7858612548035938,0.4943841992946113,1.2491861849198271,1.0435082762007175,False,False
Ciprofloxacin,Depression,28,1025,688,0.7853658536585366,0.7793380140421263,0.5310892944059844,1.1436264043139062,1.6317059133892684,False,False
Atorvastatin,Pneumonia,20,1017,496,0.7842724110293083,0.7799448766467469,0.4963720649202958,1.225520236931924,1.1679009748449727,False,False
Glipizide,Agranulocytosis,32,1038,781,0.7804677270400354,0.7734845931089033,0.5399355566552628,1.1080552269663422,1.97206747131078,False,False
Quetiapine,Headache,20,1010,502,0.7801651534448051,0.775724045433589,0.4937258523077706,1.2187893176975981,1.2201683825976335,False,False
Lisinopril,Sedation,28,1012,702,0.7794654062232439,0.7731900316035801,0.5269477612106325,1.1345011194234536,1.7384216100489585,False,False
Levothyroxine,Dry skin,24,912,669,0.7787841697266421,0.772805363503038,0.5113435541254922,1.1679586552732668,1.5043046650907204,False,False
Ibuprofen,Sedation,29,1049,702,0.7784658707011701,0.7721673513387525,0.529624726990091,1.1257828195862536,1.8164997890377999,False,False
Enalapril,QT prolongation,20,1016,501,0.776924713932588,0.7724452905175797,0.4916426923919514,1.2136287919583366,1.2614759734121708,False,False
Ibuprofen,Hepatotoxicity,18,1049,437,0.7760954289913566,0.7721863288185579,0.47975732053426995,1.2428611318536185,1.1397521650428295,False,False
Amoxicillin,Sedation,27,984,702,0.7730081300813008,0.7666039707419018,0.5189703511715242,1.132399272194678,1.7934309564942332,False,False
Ibuprofen,Diarrhoea,19,1049,465,0.769618299725983,0.7653685402063651,0.4815243221553783,1.216530454195001,1.2866862487281157,False,False
Metformin,Pruritus,19,991,493,0.7688840918477265,0.7643663940546266,0.48104260994063464,1.214561812792791,1.3011379356387902,False,False
Clozapine,Photosensitivity reaction,20,1015,507,0.7681492196113735,0.7634889024176323,0.48599297857402146,1.199431534639131,1.3793479723566515,False,False
Metformin,Bruising,18,991,468,0.7672653884964683,0.7629599177800617,0.4742291847727769,1.22748210112347,1.2511194857197092,False,False
Levofloxacin,Bruising,19,1046,468,0.7667900198869807,0.7624755217154642,0.4797283577703222,1.211871076201022,1.3238999966209204,False,False
Apixaban,Dry skin,26,1002,669,0.7666595269802541,0.7604434897891543,0.5111016866846521,1.1314271038974302,1.8361640872002813,False,False
Enalapril,Insomnia,20,1016,508,0.7657803020524073,0.7610770952663112,0.48446849671912,1.1956161212992769,1.412219944169345,False,False
Warfarin,Photosensitivity reaction,19,969,507,0.7646657023465124,0.7599590163934427,0.4783417585170213,1.2073746360514284,1.3589879853168207,False,False
Isotretinoin,Myalgia,19,969,507,0.7646657023465124,0.7599590163934427,0.4783417585170213,1.2073746360514284,1.3589879853168207,False,False
Levothyroxine,Tendon rupture,37,912,1050,0.7644654578202664,0.7545057114652376,0.5397288759960948,1.0547496973976678,2.7339716050641827,False,False
Isotretinoin,Insomnia,19,969,508,0.7631019688038815,0.7583640081799591,0.4773461049482733,1.2048196537920726,1.3801067168388645,False,False
Ibuprofen,International normalised ratio increased,27,1049,667,0.7621499642516683,0.7558662548923679,0.5116643024376816,1.116618440182467,1.9893658452328067,False,False
Simvastatin,Renal impairment,19,1003,492,0.7608105914813698,0.756192096804689,0.4759141366957664,1.201532888348343,1.4082320605772363,False,False
Glipizide,Lactic acidosis,26,1038,653,0.7575173702341332,0.7512875793508205,0.5049398574194041,1.1178222883245204,2.0031466378027125,False,False
Fluoxetine,Angioedema,37,1004,964,0.7551799275390348,0.7458124583755853,0.5335626496232627,1.04249467885539,2.966896048150625,False,False
Atorvastatin,Dry skin,26,1017,669,0.7547554711429799,0.7483212049973871,0.5029917813803767,1.1133077051715585,2.0602800780624,False,False
Metformin,Depression,26,991,688,0.7533572545660185,0.7467119577978492,0.5019525096184363,1.1108197234478325,2.092094796547422,False,False
Levofloxacin,Sedation,28,1046,702,0.7527787076385383,0.7459789078486355,0.5084889345394904,1.0943886742766968,2.2620537881406735,False,False
Lisinopril,Bruising,18,1012,468,0.7505138339920948,0.7459959758551308,0.4637255521000918,1.2000848205835555,1.4697947170330206,False,False
Omeprazole,Weight increased,27,1005,708,0.7493589322111908,0.7424393935299046,0.5026992328625763,1.0965130181842537,2.2570695229724476,False,False
Clozapine,Bruising,18,1015,468,0.748177339901478,0.7436308926780341,0.46226100790494123,1.1962655190222,1.5021299654045221,False,False
Simvastatin,Cough,27,1003,711,0.747638662958493,0.7406573554788611,0.5015033571732685,1.0938577187538328,2.2941638648483926,False,False
Lisinopril,Pneumonia,19,1012,496,0.747367025463826,0.742533161902711,0.467369959627631,1.179698192336796,1.6000838784752953,False,False
